id,vehicle_type,confidence,timestamp
936,car,0.689,2025-12-08 20:35:02
795,car,0.882,2025-12-08 20:35:02
752,car,0.899,2025-12-08 20:35:02
839,person,0.773,2025-12-08 20:35:02
865,car,0.729,2025-12-08 20:35:02
861,car,0.827,2025-12-08 20:35:02
860,car,0.626,2025-12-08 20:35:02
867,car,0.753,2025-12-08 20:35:02
916,car,0.784,2025-12-08 20:35:02
935,car,0.827,2025-12-08 20:35:02
936,car,0.696,2025-12-08 20:35:02
795,car,0.873,2025-12-08 20:35:02
752,car,0.858,2025-12-08 20:35:02
839,person,0.73,2025-12-08 20:35:02
865,car,0.681,2025-12-08 20:35:02
861,car,0.813,2025-12-08 20:35:02
860,car,0.727,2025-12-08 20:35:02
891,bus,0.689,2025-12-08 20:35:02
867,car,0.761,2025-12-08 20:35:02
916,car,0.787,2025-12-08 20:35:02
935,car,0.815,2025-12-08 20:35:02
936,car,0.688,2025-12-08 20:35:02
939,person,0.606,2025-12-08 20:35:02
795,car,0.869,2025-12-08 20:35:02
752,car,0.888,2025-12-08 20:35:02
865,car,0.644,2025-12-08 20:35:02
861,car,0.808,2025-12-08 20:35:02
860,car,0.774,2025-12-08 20:35:02
948,car,0.765,2025-12-08 20:35:02
891,bus,0.787,2025-12-08 20:35:03
867,car,0.734,2025-12-08 20:35:03
916,car,0.771,2025-12-08 20:35:03
935,car,0.815,2025-12-08 20:35:03
795,car,0.862,2025-12-08 20:35:03
752,car,0.92,2025-12-08 20:35:03
865,car,0.75,2025-12-08 20:35:03
861,car,0.806,2025-12-08 20:35:03
860,car,0.737,2025-12-08 20:35:03
948,car,0.831,2025-12-08 20:35:03
916,car,0.848,2025-12-08 20:35:03
861,car,0.859,2025-12-08 20:35:03
855,motorcycle,0.657,2025-12-08 20:35:03
875,car,0.804,2025-12-08 20:35:03
916,car,0.842,2025-12-08 20:35:03
861,car,0.873,2025-12-08 20:35:03
950,car,0.844,2025-12-08 20:35:03
951,car,0.809,2025-12-08 20:35:03
953,car,0.776,2025-12-08 20:35:03
954,car,0.602,2025-12-08 20:35:03
955,car,0.633,2025-12-08 20:35:03
855,motorcycle,0.677,2025-12-08 20:35:03
875,car,0.851,2025-12-08 20:35:03
895,car,0.653,2025-12-08 20:35:03
752,car,0.845,2025-12-08 20:35:03
916,car,0.863,2025-12-08 20:35:03
861,car,0.876,2025-12-08 20:35:03
950,car,0.927,2025-12-08 20:35:03
951,car,0.657,2025-12-08 20:35:03
953,car,0.802,2025-12-08 20:35:03
954,car,0.669,2025-12-08 20:35:03
955,car,0.717,2025-12-08 20:35:03
957,car,0.66,2025-12-08 20:35:03
875,car,0.876,2025-12-08 20:35:03
895,car,0.611,2025-12-08 20:35:03
752,car,0.785,2025-12-08 20:35:03
916,car,0.852,2025-12-08 20:35:03
861,car,0.883,2025-12-08 20:35:03
950,car,0.914,2025-12-08 20:35:03
951,car,0.783,2025-12-08 20:35:03
953,car,0.827,2025-12-08 20:35:03
954,car,0.701,2025-12-08 20:35:03
955,car,0.745,2025-12-08 20:35:03
855,motorcycle,0.664,2025-12-08 20:35:03
875,car,0.876,2025-12-08 20:35:03
752,car,0.854,2025-12-08 20:35:03
916,car,0.849,2025-12-08 20:35:03
861,car,0.847,2025-12-08 20:35:03
950,car,0.887,2025-12-08 20:35:03
951,car,0.863,2025-12-08 20:35:03
953,car,0.803,2025-12-08 20:35:03
954,car,0.689,2025-12-08 20:35:03
955,car,0.764,2025-12-08 20:35:03
855,motorcycle,0.708,2025-12-08 20:35:03
875,car,0.869,2025-12-08 20:35:03
752,car,0.845,2025-12-08 20:35:03
968,car,0.781,2025-12-08 20:35:03
916,car,0.813,2025-12-08 20:35:03
950,car,0.625,2025-12-08 20:35:03
951,car,0.809,2025-12-08 20:35:03
875,car,0.877,2025-12-08 20:35:03
892,car,0.918,2025-12-08 20:35:03
795,car,0.889,2025-12-08 20:35:03
865,car,0.674,2025-12-08 20:35:03
916,car,0.839,2025-12-08 20:35:04
951,car,0.841,2025-12-08 20:35:04
875,car,0.89,2025-12-08 20:35:04
974,car,0.788,2025-12-08 20:35:04
975,car,0.714,2025-12-08 20:35:04
976,motorcycle,0.731,2025-12-08 20:35:04
978,car,0.606,2025-12-08 20:35:04
892,car,0.919,2025-12-08 20:35:04
795,car,0.876,2025-12-08 20:35:04
810,car,0.802,2025-12-08 20:35:04
916,car,0.837,2025-12-08 20:35:04
875,car,0.873,2025-12-08 20:35:04
974,car,0.742,2025-12-08 20:35:04
975,car,0.729,2025-12-08 20:35:04
976,motorcycle,0.67,2025-12-08 20:35:04
892,car,0.886,2025-12-08 20:35:04
795,car,0.903,2025-12-08 20:35:04
865,car,0.633,2025-12-08 20:35:04
810,car,0.732,2025-12-08 20:35:04
916,car,0.83,2025-12-08 20:35:04
951,car,0.776,2025-12-08 20:35:04
875,car,0.886,2025-12-08 20:35:04
974,car,0.619,2025-12-08 20:35:04
975,car,0.739,2025-12-08 20:35:04
976,motorcycle,0.657,2025-12-08 20:35:04
978,car,0.703,2025-12-08 20:35:04
892,car,0.84,2025-12-08 20:35:04
795,car,0.897,2025-12-08 20:35:04
810,car,0.791,2025-12-08 20:35:04
916,car,0.812,2025-12-08 20:35:04
951,car,0.784,2025-12-08 20:35:04
875,car,0.887,2025-12-08 20:35:04
974,car,0.604,2025-12-08 20:35:04
975,car,0.699,2025-12-08 20:35:04
976,motorcycle,0.643,2025-12-08 20:35:04
978,car,0.758,2025-12-08 20:35:04
892,car,0.874,2025-12-08 20:35:04
795,car,0.874,2025-12-08 20:35:04
865,car,0.701,2025-12-08 20:35:04
810,car,0.768,2025-12-08 20:35:04
967,motorcycle,0.617,2025-12-08 20:35:04
916,car,0.798,2025-12-08 20:35:04
950,car,0.777,2025-12-08 20:35:04
951,car,0.723,2025-12-08 20:35:04
875,car,0.881,2025-12-08 20:35:04
974,car,0.681,2025-12-08 20:35:04
975,car,0.734,2025-12-08 20:35:04
976,motorcycle,0.664,2025-12-08 20:35:04
892,car,0.879,2025-12-08 20:35:04
795,car,0.939,2025-12-08 20:35:04
865,car,0.729,2025-12-08 20:35:04
810,car,0.764,2025-12-08 20:35:04
916,car,0.823,2025-12-08 20:35:04
974,car,0.693,2025-12-08 20:35:04
975,car,0.758,2025-12-08 20:35:04
892,car,0.732,2025-12-08 20:35:04
868,car,0.9,2025-12-08 20:35:04
916,car,0.816,2025-12-08 20:35:04
974,car,0.74,2025-12-08 20:35:04
975,car,0.727,2025-12-08 20:35:04
994,car,0.804,2025-12-08 20:35:04
995,car,0.664,2025-12-08 20:35:04
997,person,0.732,2025-12-08 20:35:04
868,car,0.896,2025-12-08 20:35:04
935,car,0.677,2025-12-08 20:35:04
968,car,0.694,2025-12-08 20:35:04
916,car,0.849,2025-12-08 20:35:05
974,car,0.621,2025-12-08 20:35:05
975,car,0.651,2025-12-08 20:35:05
994,car,0.78,2025-12-08 20:35:05
995,car,0.644,2025-12-08 20:35:05
868,car,0.893,2025-12-08 20:35:05
968,car,0.83,2025-12-08 20:35:05
916,car,0.836,2025-12-08 20:35:05
975,car,0.762,2025-12-08 20:35:05
994,car,0.793,2025-12-08 20:35:05
995,car,0.664,2025-12-08 20:35:05
868,car,0.907,2025-12-08 20:35:05
968,car,0.822,2025-12-08 20:35:05
916,car,0.834,2025-12-08 20:35:05
974,car,0.759,2025-12-08 20:35:05
975,car,0.772,2025-12-08 20:35:05
892,car,0.793,2025-12-08 20:35:05
994,car,0.817,2025-12-08 20:35:05
995,car,0.632,2025-12-08 20:35:05
997,person,0.657,2025-12-08 20:35:05
868,car,0.911,2025-12-08 20:35:05
968,car,0.84,2025-12-08 20:35:05
916,car,0.867,2025-12-08 20:35:05
974,car,0.774,2025-12-08 20:35:05
975,car,0.714,2025-12-08 20:35:05
892,car,0.804,2025-12-08 20:35:05
994,car,0.759,2025-12-08 20:35:05
995,car,0.609,2025-12-08 20:35:05
997,person,0.684,2025-12-08 20:35:05
868,car,0.917,2025-12-08 20:35:05
968,car,0.867,2025-12-08 20:35:05
916,car,0.877,2025-12-08 20:35:05
995,car,0.811,2025-12-08 20:35:05
916,car,0.889,2025-12-08 20:35:05
995,car,0.806,2025-12-08 20:35:05
1015,car,0.761,2025-12-08 20:35:05
1016,car,0.796,2025-12-08 20:35:05
1017,car,0.819,2025-12-08 20:35:05
1019,car,0.72,2025-12-08 20:35:05
1020,car,0.674,2025-12-08 20:35:05
916,car,0.9,2025-12-08 20:35:05
995,car,0.797,2025-12-08 20:35:05
891,car,0.607,2025-12-08 20:35:05
1015,car,0.842,2025-12-08 20:35:05
1016,car,0.799,2025-12-08 20:35:05
1017,car,0.83,2025-12-08 20:35:05
1019,car,0.708,2025-12-08 20:35:05
916,car,0.887,2025-12-08 20:35:06
995,car,0.794,2025-12-08 20:35:06
1015,car,0.832,2025-12-08 20:35:06
1016,car,0.807,2025-12-08 20:35:06
1017,car,0.814,2025-12-08 20:35:06
1020,car,0.694,2025-12-08 20:35:06
1022,motorcycle,0.607,2025-12-08 20:35:06
916,car,0.9,2025-12-08 20:35:06
995,car,0.78,2025-12-08 20:35:06
1015,car,0.849,2025-12-08 20:35:06
1016,car,0.834,2025-12-08 20:35:06
1017,car,0.75,2025-12-08 20:35:06
1018,person,0.687,2025-12-08 20:35:06
1019,car,0.684,2025-12-08 20:35:06
1020,car,0.801,2025-12-08 20:35:06
916,car,0.906,2025-12-08 20:35:06
995,car,0.769,2025-12-08 20:35:06
1015,car,0.851,2025-12-08 20:35:06
1016,car,0.803,2025-12-08 20:35:06
1019,car,0.725,2025-12-08 20:35:06
1020,car,0.694,2025-12-08 20:35:06
1021,person,0.699,2025-12-08 20:35:06
916,car,0.932,2025-12-08 20:35:06
995,car,0.784,2025-12-08 20:35:06
1016,car,0.777,2025-12-08 20:35:06
951,car,0.861,2025-12-08 20:35:06
916,car,0.899,2025-12-08 20:35:06
995,car,0.752,2025-12-08 20:35:06
1016,car,0.783,2025-12-08 20:35:06
1041,car,0.617,2025-12-08 20:35:06
1043,person,0.751,2025-12-08 20:35:06
951,car,0.851,2025-12-08 20:35:06
950,car,0.773,2025-12-08 20:35:06
916,car,0.893,2025-12-08 20:35:06
995,car,0.756,2025-12-08 20:35:06
1016,car,0.776,2025-12-08 20:35:06
1041,car,0.74,2025-12-08 20:35:06
1043,person,0.647,2025-12-08 20:35:06
951,car,0.859,2025-12-08 20:35:06
950,car,0.719,2025-12-08 20:35:06
916,car,0.879,2025-12-08 20:35:06
995,car,0.781,2025-12-08 20:35:06
1016,car,0.776,2025-12-08 20:35:06
1041,car,0.734,2025-12-08 20:35:06
1043,person,0.772,2025-12-08 20:35:06
951,car,0.84,2025-12-08 20:35:06
1052,car,0.714,2025-12-08 20:35:06
950,car,0.66,2025-12-08 20:35:06
916,car,0.84,2025-12-08 20:35:06
995,car,0.749,2025-12-08 20:35:06
1016,car,0.774,2025-12-08 20:35:06
1041,car,0.777,2025-12-08 20:35:06
1043,person,0.758,2025-12-08 20:35:06
951,car,0.799,2025-12-08 20:35:06
1052,car,0.626,2025-12-08 20:35:06
916,car,0.876,2025-12-08 20:35:07
995,car,0.792,2025-12-08 20:35:07
1016,car,0.809,2025-12-08 20:35:07
1041,car,0.854,2025-12-08 20:35:07
951,car,0.714,2025-12-08 20:35:07
1052,car,0.787,2025-12-08 20:35:07
950,car,0.774,2025-12-08 20:35:07
1049,person,0.657,2025-12-08 20:35:07
975,car,0.768,2025-12-08 20:35:07
995,car,0.877,2025-12-08 20:35:07
1016,car,0.83,2025-12-08 20:35:07
1020,car,0.813,2025-12-08 20:35:07
975,car,0.766,2025-12-08 20:35:07
995,car,0.877,2025-12-08 20:35:07
1016,car,0.855,2025-12-08 20:35:07
1057,car,0.903,2025-12-08 20:35:07
1058,car,0.872,2025-12-08 20:35:07
1059,car,0.644,2025-12-08 20:35:07
1020,car,0.789,2025-12-08 20:35:07
891,car,0.643,2025-12-08 20:35:07
975,car,0.722,2025-12-08 20:35:07
995,car,0.869,2025-12-08 20:35:07
1016,car,0.856,2025-12-08 20:35:07
1057,car,0.901,2025-12-08 20:35:07
1058,car,0.86,2025-12-08 20:35:07
1059,car,0.712,2025-12-08 20:35:07
1063,motorcycle,0.628,2025-12-08 20:35:07
1020,car,0.793,2025-12-08 20:35:07
975,car,0.729,2025-12-08 20:35:07
995,car,0.905,2025-12-08 20:35:07
1016,car,0.852,2025-12-08 20:35:07
1057,car,0.896,2025-12-08 20:35:07
1058,car,0.862,2025-12-08 20:35:07
1059,car,0.771,2025-12-08 20:35:07
1020,car,0.858,2025-12-08 20:35:07
891,car,0.606,2025-12-08 20:35:07
975,car,0.626,2025-12-08 20:35:07
995,car,0.891,2025-12-08 20:35:07
1016,car,0.846,2025-12-08 20:35:07
1057,car,0.903,2025-12-08 20:35:07
1058,car,0.862,2025-12-08 20:35:07
1059,car,0.797,2025-12-08 20:35:07
1020,car,0.875,2025-12-08 20:35:07
975,car,0.653,2025-12-08 20:35:07
995,car,0.908,2025-12-08 20:35:07
1016,car,0.851,2025-12-08 20:35:07
1057,car,0.905,2025-12-08 20:35:07
1058,car,0.857,2025-12-08 20:35:07
1059,car,0.774,2025-12-08 20:35:07
1020,car,0.893,2025-12-08 20:35:07
891,car,0.604,2025-12-08 20:35:07
975,car,0.802,2025-12-08 20:35:07
995,car,0.888,2025-12-08 20:35:07
1016,car,0.842,2025-12-08 20:35:07
1059,car,0.723,2025-12-08 20:35:07
891,car,0.683,2025-12-08 20:35:07
1065,car,0.633,2025-12-08 20:35:07
752,car,0.881,2025-12-08 20:35:07
950,car,0.715,2025-12-08 20:35:07
975,car,0.802,2025-12-08 20:35:08
995,car,0.888,2025-12-08 20:35:08
1016,car,0.842,2025-12-08 20:35:08
1059,car,0.723,2025-12-08 20:35:08
891,car,0.683,2025-12-08 20:35:08
1065,car,0.633,2025-12-08 20:35:08
1075,car,0.847,2025-12-08 20:35:08
1076,car,0.648,2025-12-08 20:35:08
752,car,0.881,2025-12-08 20:35:08
950,car,0.715,2025-12-08 20:35:08
975,car,0.758,2025-12-08 20:35:08
995,car,0.911,2025-12-08 20:35:08
1016,car,0.832,2025-12-08 20:35:08
1059,car,0.803,2025-12-08 20:35:08
891,car,0.637,2025-12-08 20:35:08
942,car,0.633,2025-12-08 20:35:08
1075,car,0.809,2025-12-08 20:35:08
1076,car,0.856,2025-12-08 20:35:08
752,car,0.864,2025-12-08 20:35:08
950,car,0.742,2025-12-08 20:35:08
1065,bus,0.846,2025-12-08 20:35:08
979,car,0.797,2025-12-08 20:35:08
810,car,0.875,2025-12-08 20:35:08
892,car,0.681,2025-12-08 20:35:08
916,car,0.907,2025-12-08 20:35:08
1058,car,0.866,2025-12-08 20:35:08
1065,bus,0.87,2025-12-08 20:35:08
979,car,0.827,2025-12-08 20:35:08
810,car,0.881,2025-12-08 20:35:08
892,car,0.75,2025-12-08 20:35:08
895,car,0.66,2025-12-08 20:35:08
916,car,0.908,2025-12-08 20:35:08
1058,car,0.877,2025-12-08 20:35:08
1065,bus,0.863,2025-12-08 20:35:08
979,car,0.827,2025-12-08 20:35:08
810,car,0.916,2025-12-08 20:35:08
892,car,0.793,2025-12-08 20:35:08
916,car,0.902,2025-12-08 20:35:08
1058,car,0.881,2025-12-08 20:35:08
1065,bus,0.914,2025-12-08 20:35:08
1086,car,0.633,2025-12-08 20:35:08
979,car,0.801,2025-12-08 20:35:08
810,car,0.866,2025-12-08 20:35:08
892,car,0.686,2025-12-08 20:35:08
916,car,0.904,2025-12-08 20:35:08
1058,car,0.883,2025-12-08 20:35:08
1065,bus,0.906,2025-12-08 20:35:08
979,car,0.811,2025-12-08 20:35:08
810,car,0.842,2025-12-08 20:35:08
892,car,0.758,2025-12-08 20:35:08
916,car,0.9,2025-12-08 20:35:08
1058,car,0.882,2025-12-08 20:35:08
1065,bus,0.887,2025-12-08 20:35:08
979,car,0.872,2025-12-08 20:35:08
810,car,0.873,2025-12-08 20:35:08
892,car,0.792,2025-12-08 20:35:08
916,car,0.896,2025-12-08 20:35:08
1058,car,0.898,2025-12-08 20:35:08
1065,bus,0.87,2025-12-08 20:35:09
1086,car,0.674,2025-12-08 20:35:09
979,car,0.843,2025-12-08 20:35:09
810,car,0.895,2025-12-08 20:35:09
892,car,0.689,2025-12-08 20:35:09
916,car,0.882,2025-12-08 20:35:09
1058,car,0.872,2025-12-08 20:35:09
1065,bus,0.878,2025-12-08 20:35:09
1086,car,0.75,2025-12-08 20:35:09
979,car,0.843,2025-12-08 20:35:09
810,car,0.89,2025-12-08 20:35:09
892,car,0.755,2025-12-08 20:35:09
916,car,0.882,2025-12-08 20:35:09
1058,car,0.874,2025-12-08 20:35:09
1097,car,0.776,2025-12-08 20:35:09
1065,bus,0.873,2025-12-08 20:35:09
1086,car,0.696,2025-12-08 20:35:09
979,car,0.831,2025-12-08 20:35:09
810,car,0.891,2025-12-08 20:35:09
892,car,0.758,2025-12-08 20:35:09
916,car,0.881,2025-12-08 20:35:09
1058,car,0.876,2025-12-08 20:35:09
1097,car,0.762,2025-12-08 20:35:09
979,car,0.899,2025-12-08 20:35:09
1097,car,0.843,2025-12-08 20:35:09
1020,car,0.848,2025-12-08 20:35:09
752,car,0.902,2025-12-08 20:35:09
979,car,0.895,2025-12-08 20:35:09
1097,car,0.832,2025-12-08 20:35:09
1101,car,0.9,2025-12-08 20:35:09
1102,car,0.875,2025-12-08 20:35:09
1103,car,0.792,2025-12-08 20:35:09
1020,car,0.853,2025-12-08 20:35:09
752,car,0.893,2025-12-08 20:35:09
1084,car,0.698,2025-12-08 20:35:09
979,car,0.87,2025-12-08 20:35:09
1097,car,0.837,2025-12-08 20:35:09
1101,car,0.902,2025-12-08 20:35:09
1102,car,0.897,2025-12-08 20:35:09
1103,car,0.769,2025-12-08 20:35:09
1020,car,0.837,2025-12-08 20:35:09
752,car,0.889,2025-12-08 20:35:09
1065,car,0.637,2025-12-08 20:35:09
979,car,0.867,2025-12-08 20:35:09
1097,car,0.829,2025-12-08 20:35:09
1101,car,0.909,2025-12-08 20:35:09
1102,car,0.861,2025-12-08 20:35:09
1103,car,0.769,2025-12-08 20:35:09
1020,car,0.827,2025-12-08 20:35:09
752,car,0.911,2025-12-08 20:35:09
1084,car,0.703,2025-12-08 20:35:09
979,car,0.851,2025-12-08 20:35:09
1097,car,0.815,2025-12-08 20:35:09
1101,car,0.902,2025-12-08 20:35:09
1102,car,0.843,2025-12-08 20:35:09
1103,car,0.779,2025-12-08 20:35:09
1020,car,0.856,2025-12-08 20:35:09
752,car,0.899,2025-12-08 20:35:09
1084,car,0.734,2025-12-08 20:35:09
979,car,0.885,2025-12-08 20:35:10
1097,car,0.832,2025-12-08 20:35:10
1101,car,0.901,2025-12-08 20:35:10
1102,car,0.839,2025-12-08 20:35:10
1103,car,0.785,2025-12-08 20:35:10
1020,car,0.843,2025-12-08 20:35:10
752,car,0.909,2025-12-08 20:35:10
1084,car,0.699,2025-12-08 20:35:10
979,car,0.897,2025-12-08 20:35:10
1097,car,0.78,2025-12-08 20:35:10
1103,car,0.809,2025-12-08 20:35:10
892,car,0.817,2025-12-08 20:35:10
979,car,0.903,2025-12-08 20:35:10
1097,car,0.798,2025-12-08 20:35:10
1103,car,0.801,2025-12-08 20:35:10
1116,car,0.846,2025-12-08 20:35:10
892,car,0.821,2025-12-08 20:35:10
1017,car,0.909,2025-12-08 20:35:10
979,car,0.898,2025-12-08 20:35:10
1097,car,0.787,2025-12-08 20:35:10
1103,car,0.769,2025-12-08 20:35:10
1116,car,0.846,2025-12-08 20:35:10
892,car,0.808,2025-12-08 20:35:10
1017,car,0.887,2025-12-08 20:35:10
1097,car,0.755,2025-12-08 20:35:10
1103,car,0.771,2025-12-08 20:35:10
1075,car,0.839,2025-12-08 20:35:10
810,car,0.896,2025-12-08 20:35:10
1097,car,0.766,2025-12-08 20:35:10
1103,car,0.814,2025-12-08 20:35:10
1113,truck,0.607,2025-12-08 20:35:10
1119,car,0.771,2025-12-08 20:35:10
1120,car,0.653,2025-12-08 20:35:10
1121,car,0.684,2025-12-08 20:35:10
1075,car,0.811,2025-12-08 20:35:10
810,car,0.89,2025-12-08 20:35:10
895,car,0.615,2025-12-08 20:35:10
1097,car,0.781,2025-12-08 20:35:10
1103,car,0.807,2025-12-08 20:35:10
1119,car,0.755,2025-12-08 20:35:10
1120,car,0.623,2025-12-08 20:35:10
1121,car,0.708,2025-12-08 20:35:10
1075,car,0.762,2025-12-08 20:35:10
810,car,0.878,2025-12-08 20:35:10
1097,car,0.797,2025-12-08 20:35:10
1103,car,0.802,2025-12-08 20:35:10
1119,car,0.788,2025-12-08 20:35:10
1120,car,0.677,2025-12-08 20:35:10
1121,car,0.666,2025-12-08 20:35:10
1075,car,0.816,2025-12-08 20:35:10
810,car,0.878,2025-12-08 20:35:10
895,car,0.684,2025-12-08 20:35:10
1065,bus,0.725,2025-12-08 20:35:10
1097,car,0.806,2025-12-08 20:35:10
1103,car,0.833,2025-12-08 20:35:10
1119,car,0.762,2025-12-08 20:35:10
1121,car,0.639,2025-12-08 20:35:10
1075,car,0.773,2025-12-08 20:35:10
810,car,0.893,2025-12-08 20:35:10
895,car,0.633,2025-12-08 20:35:10
1065,bus,0.873,2025-12-08 20:35:10
1097,car,0.823,2025-12-08 20:35:11
1103,car,0.798,2025-12-08 20:35:11
1119,car,0.836,2025-12-08 20:35:11
1121,car,0.628,2025-12-08 20:35:11
1075,car,0.785,2025-12-08 20:35:11
810,car,0.88,2025-12-08 20:35:11
895,car,0.731,2025-12-08 20:35:11
1065,bus,0.752,2025-12-08 20:35:11
1097,car,0.719,2025-12-08 20:35:11
1103,car,0.753,2025-12-08 20:35:11
1119,car,0.833,2025-12-08 20:35:11
1120,car,0.71,2025-12-08 20:35:11
1075,car,0.798,2025-12-08 20:35:11
810,car,0.896,2025-12-08 20:35:11
895,car,0.762,2025-12-08 20:35:11
1065,bus,0.706,2025-12-08 20:35:11
1124,car,0.639,2025-12-08 20:35:11
1097,car,0.765,2025-12-08 20:35:11
1103,car,0.679,2025-12-08 20:35:11
1119,car,0.676,2025-12-08 20:35:11
1120,car,0.674,2025-12-08 20:35:11
1075,car,0.799,2025-12-08 20:35:11
810,car,0.879,2025-12-08 20:35:11
895,car,0.756,2025-12-08 20:35:11
1065,bus,0.6,2025-12-08 20:35:11
1124,car,0.748,2025-12-08 20:35:11
1097,car,0.771,2025-12-08 20:35:11
1103,car,0.664,2025-12-08 20:35:11
1075,car,0.845,2025-12-08 20:35:11
810,car,0.886,2025-12-08 20:35:11
895,car,0.699,2025-12-08 20:35:11
1065,bus,0.653,2025-12-08 20:35:11
1124,car,0.854,2025-12-08 20:35:11
1097,car,0.806,2025-12-08 20:35:11
1103,car,0.773,2025-12-08 20:35:11
1075,car,0.851,2025-12-08 20:35:11
810,car,0.871,2025-12-08 20:35:11
895,car,0.798,2025-12-08 20:35:11
1065,bus,0.842,2025-12-08 20:35:11
1124,car,0.864,2025-12-08 20:35:11
1125,car,0.686,2025-12-08 20:35:11
1097,car,0.875,2025-12-08 20:35:11
1103,car,0.859,2025-12-08 20:35:11
1121,car,0.672,2025-12-08 20:35:11
1065,bus,0.945,2025-12-08 20:35:11
1116,car,0.846,2025-12-08 20:35:11
1097,car,0.854,2025-12-08 20:35:11
1103,car,0.85,2025-12-08 20:35:11
1121,car,0.758,2025-12-08 20:35:11
1065,bus,0.945,2025-12-08 20:35:11
1137,car,0.887,2025-12-08 20:35:11
1138,truck,0.701,2025-12-08 20:35:11
1116,car,0.831,2025-12-08 20:35:11
1097,car,0.865,2025-12-08 20:35:12
1103,car,0.865,2025-12-08 20:35:12
1121,car,0.696,2025-12-08 20:35:12
1065,bus,0.944,2025-12-08 20:35:12
1137,car,0.868,2025-12-08 20:35:12
1138,truck,0.615,2025-12-08 20:35:12
1143,car,0.633,2025-12-08 20:35:12
1116,car,0.773,2025-12-08 20:35:12
1097,car,0.861,2025-12-08 20:35:12
1103,car,0.876,2025-12-08 20:35:12
1121,car,0.739,2025-12-08 20:35:12
1065,bus,0.94,2025-12-08 20:35:12
1137,car,0.887,2025-12-08 20:35:12
1138,truck,0.684,2025-12-08 20:35:12
1141,car,0.643,2025-12-08 20:35:12
891,truck,0.644,2025-12-08 20:35:12
1097,car,0.876,2025-12-08 20:35:12
1103,car,0.882,2025-12-08 20:35:12
1121,car,0.752,2025-12-08 20:35:12
1065,bus,0.939,2025-12-08 20:35:12
1137,car,0.897,2025-12-08 20:35:12
1116,car,0.651,2025-12-08 20:35:12
1097,car,0.863,2025-12-08 20:35:12
1103,car,0.904,2025-12-08 20:35:12
1121,car,0.667,2025-12-08 20:35:12
1065,bus,0.937,2025-12-08 20:35:12
1097,car,0.871,2025-12-08 20:35:12
1103,car,0.861,2025-12-08 20:35:12
1121,car,0.708,2025-12-08 20:35:12
1065,bus,0.936,2025-12-08 20:35:12
1097,car,0.88,2025-12-08 20:35:12
1103,car,0.89,2025-12-08 20:35:12
1121,car,0.752,2025-12-08 20:35:12
1065,bus,0.923,2025-12-08 20:35:12
1169,car,0.623,2025-12-08 20:35:12
1172,car,0.684,2025-12-08 20:35:12
1175,person,0.672,2025-12-08 20:35:12
1097,car,0.876,2025-12-08 20:35:12
1103,car,0.9,2025-12-08 20:35:12
1121,car,0.771,2025-12-08 20:35:12
1065,bus,0.935,2025-12-08 20:35:12
1172,car,0.611,2025-12-08 20:35:12
1175,person,0.606,2025-12-08 20:35:12
1097,car,0.888,2025-12-08 20:35:12
1103,car,0.892,2025-12-08 20:35:12
1121,car,0.768,2025-12-08 20:35:12
1065,bus,0.907,2025-12-08 20:35:12
1169,car,0.745,2025-12-08 20:35:12
1107,car,0.617,2025-12-08 20:35:12
1097,car,0.89,2025-12-08 20:35:13
1103,car,0.881,2025-12-08 20:35:13
1121,car,0.78,2025-12-08 20:35:13
1065,bus,0.901,2025-12-08 20:35:13
1169,car,0.794,2025-12-08 20:35:13
1172,bus,0.621,2025-12-08 20:35:13
891,bus,0.625,2025-12-08 20:35:13
1097,car,0.886,2025-12-08 20:35:13
1121,car,0.816,2025-12-08 20:35:13
1065,bus,0.748,2025-12-08 20:35:13
1156,car,0.764,2025-12-08 20:35:13
979,car,0.9,2025-12-08 20:35:13
1097,car,0.883,2025-12-08 20:35:13
1121,car,0.797,2025-12-08 20:35:13
1065,bus,0.648,2025-12-08 20:35:13
1156,car,0.731,2025-12-08 20:35:13
891,bus,0.651,2025-12-08 20:35:13
1198,truck,0.615,2025-12-08 20:35:13
1102,bus,0.677,2025-12-08 20:35:13
979,car,0.892,2025-12-08 20:35:13
1097,car,0.895,2025-12-08 20:35:13
1121,car,0.844,2025-12-08 20:35:13
1065,bus,0.607,2025-12-08 20:35:13
1156,car,0.725,2025-12-08 20:35:13
979,car,0.885,2025-12-08 20:35:13
1097,car,0.901,2025-12-08 20:35:13
1121,car,0.857,2025-12-08 20:35:13
1065,bus,0.774,2025-12-08 20:35:13
1156,car,0.639,2025-12-08 20:35:13
979,car,0.886,2025-12-08 20:35:13
1121,car,0.915,2025-12-08 20:35:13
1156,car,0.609,2025-12-08 20:35:13
1137,car,0.885,2025-12-08 20:35:13
1121,car,0.908,2025-12-08 20:35:14
1225,car,0.905,2025-12-08 20:35:14
1226,car,0.867,2025-12-08 20:35:14
1227,car,0.851,2025-12-08 20:35:14
1228,car,0.78,2025-12-08 20:35:14
1229,motorcycle,0.611,2025-12-08 20:35:14
1137,car,0.892,2025-12-08 20:35:14
1121,car,0.896,2025-12-08 20:35:14
1156,car,0.635,2025-12-08 20:35:14
1225,car,0.911,2025-12-08 20:35:14
1226,car,0.859,2025-12-08 20:35:14
1227,car,0.798,2025-12-08 20:35:14
1228,car,0.771,2025-12-08 20:35:14
